Instrument,Deal PermID,Package Identifier,Master Deal Type Code,All New Issues Manager Roles Code,Manager's Role Code,Dates: Issue Date,Issuer/Borrower Name Full,Issuer/Borrower PermID,Issue Type,Transaction Status,Issuer/Borrower Nation,New Issues Current Filing Date,Offer Price (%),Proceeds Amount Incl Overallotment Sold All Markets,Issuer/Borrower Stock Exchange Name,Security Type All Markets,Offering Technique,New Issues Fees: Gross Spread as Pct of Principal Amount This Market,Issuer/Borrower TRBC Economic Sector,Bookrunner Or Co-Managers,Master Deal Type,New Issues Offer Price,New Issues Fees: Gross Spread as Pct of Principal Amount This Market,Adjusted Offer Price,Stock Price at Close of Issue Date,Issuer Stock Price 1 Day Prior to Filing Date,ISIN,Financials: Price Earnings Ratio Before Offering Percent,Financials: Price/Book Value Before Offer,Financials: Price/Book Value After Offer,Financials: EBITDA Before Offering Host Currency,New Issues Date Company Founded
154084916895,154084916895,3864345,EC,BM,BM,2014-07-15,Epwin Group Plc,5043324203,IPO,Live,United Kingdom,2014-07-10,,93.9215,London AIM,Ordinary Or Common Shares,Offer for Sale|Firm Commitment|Offer for Subscription,3.00000,Consumer Cyclicals,Zeus Capital Ltd,Euro & Foreign Common Stock,1.0,3.0,1.714,,,GB00BNGY4Y86,27.875,,2.365,26.8,8/16/2011 12:00:00 AM
154084917194,154084917194,3768802,IFC,BM,BM,2014-07-01,TCA Credit Liquidity Fund Ltd,5043319170,IPO,Unknown,Cayman Islands,2014-07-01,,,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Financials,Daniel Stewart & Co PLC,International Future Common Stock,,-999.0,,,,,,,,,
154084917361,154084917361,3600909,EC,BM,BM,2014-07-09,Ergomed Plc,5042964908,IPO,Live,United Kingdom,2014-06-17,,11.0,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Industrials,Oriel Securities Limited,Euro & Foreign Common Stock,1.6,-999.0,2.744,,,GB00BN7ZCY67,21.462,,4.092,3.0,1/1/1997 12:00:00 AM
154084917365,154084917365,4019142,EC,BM,BM,2014-07-30,GTS Chemical Holdings PLC,5043335872,IPO,Live,Jersey,2014-07-30,,8.30000016,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Basic Materials,SP Angel Corporate Finance LLP,Euro & Foreign Common Stock,0.36,-999.0,0.608,,,JE00BKX4SF95,5.584,,,14.4,1/22/2014 12:00:00 AM
154084917440,154084917440,4009567,IFC,BM,BM,2014-07-21,Fraspens Outdoor Group Co Ltd,5043335242,IPO,Unknown,China (Mainland),2014-07-21,,,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Consumer Cyclicals,Daniel Stewart & Co PLC,International Future Common Stock,,-999.0,,,,,,,,,1/1/2007 12:00:00 AM
154084917539,154084917539,3937168,UKC,BM,BM,2014-08-04,FAIRFX Group plc,5043336309,IPO,Live,United Kingdom,2014-07-16,,2.57700015,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Financials,Cenkos Securities PLC,UK Common Stock,0.45,-999.0,0.756,,,GB00BLS0XX25,244.727,,17.73,0.0,3/4/2014 12:00:00 AM
154084917721,154084917721,6439587,EC,BM,BM,2014-10-29,Entu (UK) Plc,5044026032,IPO,Live,United Kingdom,2014-10-16,,32.8,London AIM,Ordinary Or Common Shares,Offer for Subscription|Offer for Sale,na,Consumer Cyclicals,Zeus Capital Ltd,Euro & Foreign Common Stock,1.0,-999.0,1.6,1.657,,GB00BQXKYQ29,-10.699,,71.283,0.0,
154084917953,154084917953,6589287,IFC,BM,BM,2014-10-21,Afilias Ltd,4296690600,IPO,Mandated,Ireland,2014-10-21,,100.0,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Technology,Numis Securities Ltd,International Future Common Stock,,-999.0,,,,,,,,,7/31/2001 12:00:00 AM
154084918355,154084918355,3570785,UKC,BM|CM,BM|CM,2014-06-24,CDialogues Plc,5042953589,IPO,Live,United Kingdom,2014-06-13,,1.24656,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Consumer Cyclicals,Not Applicable,UK Common Stock,2.12,-999.0,3.599,,,,11.881,,3.859,2.2,
154084918618,154084918618,4532042,EC,BM,BM,2014-08-14,Attraqt Group Plc,5043419173,IPO,Live,United Kingdom,2014-08-04,,1.25,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Technology,Nplus1 Singer Advisory LLP,Euro & Foreign Common Stock,0.5,-999.0,0.834,,,GB00BMJJFZ18,-23.237,,30.186,0.0,1/1/2002 12:00:00 AM
154084918907,154084918907,3938596,EC,JB|JB|JL|JL|GL,JB|JB|JL|JL,2014-07-29,Savannah Petroleum plc,5043332835,IPO,Live,United Kingdom,2014-07-29,,29.288,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,2.00000,Energy,Mirabaud Securities LLP|Renaissance Capital Ltd|Ladenburg Thalmann & Co|FirstEnergy Capital Corp,Euro & Foreign Common Stock,0.56,2.0,0.948,0.992,,GB00BP41S218,,,,0.0,
154084918984,154084918984,4538692,UKC,BM,BM,2014-08-15,Medaphor Group Plc,5043425067,IPO,Live,United Kingdom,2014-08-15,,3.79815,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Academic & Educational Services,Cenkos Securities PLC,UK Common Stock,0.5,-999.0,0.834,,,GB00BN791Q39,-16.497,,2.667,-0.4,
154084919051,154084919051,3573382,EC,BM,BM,2014-07-07,Abzena Plc,5042934925,IPO,Live,United Kingdom,2014-06-16,,22.719,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Sale|Offer for Subscription,na,Healthcare,Cenkos Securities PLC,Euro & Foreign Common Stock,0.8,-999.0,1.37,,,GB00BN65QN46,-20.511,,3.234,-6.4,
154084919074,154084919074,3701696,EC,BM,BM,2014-07-14,Jiasen International Holdings Ltd,5043317219,IPO,Live,China (Mainland),2014-06-26,,2.33401602,London AIM,Ordinary Or Common Shares,Offer for Subscription|Placement,na,Consumer Cyclicals,Not Applicable,Euro & Foreign Common Stock,0.82,-999.0,1.4,1.444,,,5.605,2.77,2.086,41.9,
154084919075,154084919075,3829801,EC,BM,BM,2014-07-11,Clearstar Inc,5043321286,IPO,Live,United States,2014-07-07,,8.835,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Technology,Cenkos Securities PLC,Euro & Foreign Common Stock,0.57,-999.0,0.975,1.027,,KYG2294M1050,78.076,54.76,4.478,0.6,
154084919245,154084919245,3876724,EC,BM,BM,2014-07-23,ULS Technology Plc,5037829479,IPO,Live,United Kingdom,2014-07-10,,12.1,London AIM,Ordinary Or Common Shares,Offer for Sale|Offer for Subscription|Firm Commitment,3.00000,Technology,Numis Securities Ltd,Euro & Foreign Common Stock,0.4,3.0,0.681,,,GB00BNG8T458,12.256,,4.555,4.6,
154084919419,154084919419,5131567,EC,BM|CM,BM|CM,2014-09-24,Crossrider Plc,5043462622,IPO,Live,Isle of Man,2014-09-01,,45.90000021,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Consumer Cyclicals,Not Applicable,Euro & Foreign Common Stock,1.03,-999.0,1.682,,,IM00BQ8NYV14,-19.143,,,-1.7,
154084919505,154084919505,3987256,IFC,BM,BM,2014-07-18,Ssafen Plc,5043334303,IPO,Unknown,South Africa,2014-07-18,,25.0,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Energy,Not Applicable,International Future Common Stock,,-999.0,,,,,,,,,
154084920479,154084920479,4508409,IFC,BM,BM,2014-08-04,Touch Bionics Inc,4298092063,IPO,Unknown,United Kingdom,2014-08-04,,,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Healthcare,Oriel Securities Limited,International Future Common Stock,,-999.0,,,,,,,,,
154084920769,154084920769,5795335,IFC,BM|CM,BM|CM,2014-09-24,Enecsys PLC,5035300709,IPO,Unknown,United Kingdom,2014-09-24,,,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Industrials,Not Applicable|Mirabaud Securities LLP,International Future Common Stock,,-999.0,,,,,,,,,1/1/2003 12:00:00 AM
154084921865,154084921865,7725587,EC,BM,BM,2014-12-22,Gfinity PLC,5044167804,IPO,Live,United Kingdom,2014-12-01,,3.49999995,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Technology,Arden Partners Ltd,Euro & Foreign Common Stock,0.17,-999.0,0.264,0.417,,GB00BT9QD572,-7.747,39.36,4.49,0.0,9/1/2012 12:00:00 AM
154084921882,154084921882,7500228,UKC,BM,BM,2014-12-08,Midatech Pharma PLC,5044099529,IPO,Live,United Kingdom,2014-11-24,,32.00000073,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Healthcare,Panmure Gordon (UK) Ltd,UK Common Stock,2.67,-999.0,81.712,4.319,,GB00BRTL9B63,,,,-6.5,1/1/2000 12:00:00 AM
154084922074,154084922074,7756213,EC,BM,BM,2015-02-04,Ironridge Resources Ltd(WAS 76574Q),5014439863,IPO,Live,Australia,2014-12-02,,9.653838,London AIM,Ordinary Or Common Shares,Offer for Subscription,5.00000,Basic Materials,SP Angel Corporate Finance LLP,Euro & Foreign Common Stock,0.1,5.0,0.151,,,AU0000XINEX3,-15.486,,2.603,-2.3,
154084922406,154084922406,6664587,EC,BM,BM,2014-11-04,Fevertree Drinks Plc,5042231856,IPO,Live,United Kingdom,2014-10-24,,93.3292044,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Sale|Offer for Subscription,na,Consumer Non-Cyclicals,Investec Bank PLC,Euro & Foreign Common Stock,1.34,-999.0,2.144,2.619,,GB00BRJ9BJ26,-72.437,,2.978,5.7,
154084922412,154084922412,7883179,EC,JB|JB|JB|GL,JB|JB|JB,2014-12-17,Market Tech Holdings Ltd,5044170978,IPO,Live,Guernsey,2014-12-17,,100.0,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Financials,Jefferies International Ltd|Shore Capital Stockbrokers Limited|Berenberg,Euro & Foreign Common Stock,2.0,-999.0,3.113,3.507,,GG00BSSWD593,41.294,,1.424,57.8,10/23/2014 12:00:00 AM
154084922564,154084922564,7507302,EC,BM,BM,2014-12-04,Constellation Healthcare Technologies Inc,5044099625,IPO,Live,United States,2014-11-24,,9.59999985,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Healthcare,finnCap Ltd,Euro & Foreign Common Stock,1.35,-999.0,2.115,2.191,,USU210051004,-225.062,,,5.4,
154084922902,154084922902,7580717,EC,BM|CM,BM|CM,2014-12-08,Quantum Pharma Plc,5044129448,IPO,Live,United Kingdom,2014-12-08,,106.072891,London AIM,Ordinary Or Common Shares,Offer for Sale|Offer for Subscription|Firm Commitment,na,Healthcare,Zeus Capital Ltd,Euro & Foreign Common Stock,1.0,-999.0,1.564,1.533,,GB00BRTL8Q42,,,,,1/1/2004 12:00:00 AM
154084923014,154084923014,6407307,EC,BM,BM,2014-12-04,The People's Operator PLC,5044096834,IPO,Live,United Kingdom,2014-10-13,,20.0000008,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Technology,finnCap Ltd,Euro & Foreign Common Stock,1.3,-999.0,2.037,2.139,,GB00BSJWQH14,-0.041,-0.027,5.468,-2.4,
154084923016,154084923016,6779157,UKC,BM,BM,2014-10-29,Quartix Holdings PLC,5005795258,IPO,Live,United Kingdom,2014-10-26,,11.360895,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Sale|Offer for Subscription,na,Technology,finnCap Ltd,UK Common Stock,1.16,-999.0,1.856,,,GB00BLZH2C83,13.543,,4.573,7.9,
154084923411,154084923411,6924007,IFC,BM,BM,2014-11-03,Elektromotive Ltd,5000739920,IPO,Announced,United Kingdom,2014-11-03,,,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Industrials,Not Applicable,International Future Common Stock,,-999.0,,,,,,,,,2/24/2003 12:00:00 AM
154084923515,154084923515,9062224,EC,BM,BM,2015-03-26,Redx Pharma Plc(Was 3C2953),5001432501,IPO,Live,United Kingdom,2015-01-12,,15.00000015,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Healthcare,Shore Capital Stockbrokers Limited,Euro & Foreign Common Stock,0.85,-999.0,1.251,1.287,,GB00BSNB6S51,-15.2,,7.039,-6.1,9/7/2010 12:00:00 AM
154084923581,154084923581,7500827,EC,BM,BM,2014-12-05,Focusrite Plc,5044099546,IPO,Live,United Kingdom,2014-12-05,,22.43679984,London AIM,Ordinary Or Common Shares,Offer for Sale|Offer for Subscription|Firm Commitment,na,Industrials,Panmure Gordon (UK) Ltd,Euro & Foreign Common Stock,1.26,-999.0,1.963,,,GB00BSBMW716,11.543,,4.022,12.8,
154084924062,154084924062,7784462,UKC,BM,BM,2015-10-21,Evgen Pharma PLC,5044175951,IPO,Live,United Kingdom,2015-10-21,,7.00000003,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Healthcare,Northland Capital Partners Ltd,UK Common Stock,0.37,-999.0,0.561,0.541,,GB00BSVYN304,-12.534,,4.082,-1.8,
154084924155,154084924155,6943127,IFC,BM,BM,2014-11-03,Picklive Holdings Plc,5044032296,IPO,Unknown,United Kingdom,2014-11-03,,5.0,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Technology,ZAI Corporate Finance Ltd,International Future Common Stock,,-999.0,,,,,,,,,
154084924200,154084924200,6756372,UKC,BM,BM,2014-11-11,Mortgage Advice Bureau (Holdings) PLC,5001043478,IPO,Live,United Kingdom,2014-11-11,,36.344,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment|Offer for Sale,na,Financials,Canaccord Genuity Ltd,UK Common Stock,1.6,-999.0,2.546,,,GB00BQSBH502,18.753,,10.836,0.0,
154084924211,154084924211,7906724,EC,BM,BM,2014-12-17,Mill Residential REIT PLC,5044171659,IPO,Live,United Kingdom,2014-12-09,,2.487,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Real Estate,Sanlam Securities UK Ltd,Euro & Foreign Common Stock,1.0,-999.0,1.556,,,GB00BTDY6Q96,,,,0.0,
154084924534,154084924534,8858655,EC,BM,BM,2015-01-28,Aquatic Foods Group plc,5044197022,IPO,Live,Jersey,2015-01-02,,9.2582567,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Consumer Non-Cyclicals,SP Angel Corporate Finance LLP,Euro & Foreign Common Stock,0.7,-999.0,1.059,,,JE00BQQG1J93,5.042,,,28.7,
154084924731,154084924731,7906724,EC,BM|CM,BM|CM,2014-12-17,Mill Residential REIT PLC,5044171659,IPO,Live,United Kingdom,2014-12-09,,2.487,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Real Estate,Not Applicable,Euro & Foreign Common Stock,1.0,-999.0,1.556,,,GB00BTDY6Q96,,,,0.0,
154084924986,154084924986,3118541,IFC,BM|JL|JL|JL|GL,BM|JL|JL|JL,2015-06-04,NextEnergy European Solar Utility PLC,5046044622,IPO,Postponed,United Kingdom,2015-06-18,,300.0,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Utilities,Credit Suisse Securities (Europe) Ltd|Macquarie Capital(Europe)Ltd|Peel Hunt PLC|Cantor Fitzgerald Securities,International Future Common Stock,,-999.0,,,,,,,,,
154084925620,154084925620,9516731,EC,BM|CM,BM|CM,2015-03-27,Motif Bio Plc,5044365723,IPO,Live,United Kingdom,2015-02-02,,2.837228,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Healthcare,Not Applicable,Euro & Foreign Common Stock,0.2,-999.0,0.297,,,GB00BVVT4H71,-0.008,,,0.0,
154084925628,154084925628,9788100,IFC,BM,BM,2015-02-15,Horizon Medical Tech,5044891819,IPO,Announced,United Kingdom,2015-02-15,,,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Healthcare,Not Applicable,International Future Common Stock,,-999.0,,,,,,,,,
154084926188,154084926188,3077646,IFC,BM,BM,2015-04-09,Grand Treasure Investments PLC,5045850805,IPO,Announced,United Kingdom,2015-04-09,,,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Financials,Not Applicable,International Future Common Stock,,-999.0,,,,,,,,,
154084927134,154084927134,3081949,EC,BM|CM,BM|CM,2015-05-07,MayAir Group Plc,5045851354,IPO,Live,Malaysia,2015-04-13,,16.2175,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Industrials,Not Applicable,Euro & Foreign Common Stock,1.3,-999.0,2.007,2.004,,JE00BWV6BD02,,,,,
154084927202,154084927202,9519182,EC,BM,BM,2015-03-02,Bilby Plc,5044421373,IPO,Live,United Kingdom,2015-02-03,,4.10840042,London AIM,Ordinary Or Common Shares,Offer for Subscription|Placement|Offer for Sale,4.00000,Consumer Cyclicals,Charles Stanley Securities,Euro & Foreign Common Stock,0.58,4.0,0.89,0.94,,GB00BV9GHQ09,26.359,,3.843,1.7,
154084927489,154084927489,3096359,EC,BM,BM,2015-05-01,Curtis Banks Group PLC,5042991617,IPO,Live,United Kingdom,2015-04-20,,21.319995,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription|Offer for Sale,na,Financials,Peel Hunt LLP,Euro & Foreign Common Stock,1.9,-999.0,2.876,,,GB00BW0D4R71,34.739,,6.403,6.0,
154084927660,154084927660,9872448,IFC,BM,BM,2015-02-23,Tikal Networks,5045250350,IPO,Announced,Israel,2015-02-23,,5.0,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Industrials,Not Applicable,International Future Common Stock,,-999.0,,,,,,,,,
154084927735,154084927735,3504822,EC,BM,BM,2015-03-30,Marshall Motor Holdings Plc,5039927693,IPO,Live,United Kingdom,2015-03-17,,40.00000062,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Consumer Cyclicals,Investec Bank PLC,Euro & Foreign Common Stock,1.49,-999.0,2.205,2.396,,GB00BVYB2Q58,10.998,,,54.6,1/1/1909 12:00:00 AM
154084927844,154084927844,3108825,EC,BM,BM,2015-12-03,Purplebricks Group PLC,5047816351,IPO,Live,United Kingdom,2015-05-12,,58.113216,London AIM,Ordinary Or Common Shares,Offer for Subscription|Offer for Sale|Firm Commitment,na,Real Estate,Zeus Capital Ltd,Euro & Foreign Common Stock,1.0,-999.0,1.513,,,GB00BYV2MV74,-43.625,,8.869,-8.2,
154084927920,154084927920,3111033,EC,BM,BM,2015-05-29,Fishing Republic Plc,5046003535,IPO,Live,United Kingdom,2015-05-20,,1.5,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Consumer Cyclicals,Northland Capital Partners Ltd,Euro & Foreign Common Stock,0.15,-999.0,0.229,,,GB00BY7RY763,14.796,,1.261,0.6,1/1/1985 12:00:00 AM
154084928080,154084928080,3110366,UKC,BM,BM,2015-05-28,Gear4music (Holdings) Plc,5042959596,IPO,Live,United Kingdom,2015-05-28,,10.30004039,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Consumer Cyclicals,Panmure Gordon (UK) Ltd,UK Common Stock,1.39,-999.0,2.128,,,GB00BW9PJQ87,-40.548,,3.294,0.8,
154084928612,154084928612,3112972,IFC,BM,BM,2015-05-25,Eastern & Oriental Property(UK)Ltd,5016016273,IPO,Announced,United Kingdom,2015-05-25,,,London AIM,Ordinary Or Common Shares,Offer for Subscription|Offer for Sale,na,Financials,Not Applicable,International Future Common Stock,,-999.0,,,,,,,,,
154084928781,154084928781,9439142,EC,JB|JB,JB|JB,2015-03-16,TechFinancials Inc,5044364731,IPO,Live,Cyprus,2015-01-29,,3.05227143,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Technology,Northland Capital Partners Ltd|Argento Capital Markets Ltd,Euro & Foreign Common Stock,0.27,-999.0,0.4,0.4,,VGG870911077,47.088,7.355,4.024,1.0,
154084928815,154084928815,3132679,EC,BM,BM,2015-07-01,Orchard Funding Group PLC,5046282255,IPO,Live,United Kingdom,2015-06-16,,10.00000032,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Financials,Panmure Gordon (UK) Ltd,Euro & Foreign Common Stock,0.96,-999.0,1.498,1.514,,GB00BYZFM569,,,,,
154084930320,154084930320,9892260,IFC,BM,BM,2015-02-25,Agency Hunter,,IPO,Announced,United Kingdom,2015-02-25,,2.5,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Consumer Cyclicals,Not Applicable,International Future Common Stock,,-999.0,,,,,,,,,
154084930771,154084930771,3028887,EC,BM|CM,BM|CM,2015-06-30,MySquar Ltd,5045819651,IPO,Live,Myanmar,2015-03-23,,18.4615189,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Technology,Not Applicable,Euro & Foreign Common Stock,0.1,-999.0,0.157,0.154,,VGG6361G1072,-10.2,,,0.0,
154084931042,154084931042,9958257,IFC,BM,BM,2015-03-09,Moguldom PLC,5045507171,IPO,Mandated,United Kingdom,2015-03-09,,8.0,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription|Placement,na,Technology,Allenby Capital Ltd,International Future Common Stock,,-999.0,,,,,,,,,
154084931218,154084931218,9880936,UKC,BM|CM,BM|CM,2015-03-10,Gate Ventures PLC,5045251120,IPO,Live,United Kingdom,2015-02-23,,3.242,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Financials,Beaumont Cornish,UK Common Stock,0.1,-999.0,0.15,0.226,,GB00BYX2WP92,,,,,1/1/2015 12:00:00 AM
154084931682,154084931682,3145176,UKC,JB|JB,JB|JB,2015-08-11,Gloo Networks PLC,5046438664,IPO,Live,United Kingdom,2015-07-28,,30.0,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Technology,Liberum Capital|Numis Securities Ltd,UK Common Stock,1.2,-999.0,1.868,1.938,,GB00BYVTYD43,,,,,
154084932533,154084932533,3197666,EC,BM,BM,2015-12-24,Diurnal Group PLC,5047816584,IPO,Live,United Kingdom,2015-12-03,,25.34941296,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Healthcare,Numis Securities Ltd,Euro & Foreign Common Stock,1.44,-999.0,2.145,2.282,,GB00BDB6Q760,-26.618,,3.257,-4.3,10/28/2015 12:00:00 AM
154084932656,154084932656,3105553,EC,BM,BM,2015-05-18,Stride Gaming PLC,5045917943,IPO,Live,Jersey,2015-05-05,,11.19999936,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Technology,Cantor Fitzgerald Inc,Euro & Foreign Common Stock,1.32,-999.0,2.066,2.66,,JE00BWT5X884,114.147,,2.192,1.4,
154084933122,154084933122,3106861,EC,BM,BM,2015-05-08,Elegant Hotels Group PLC,5045944589,IPO,Live,United Kingdom,2015-05-08,,63.0,London AIM,Ordinary Or Common Shares,Offer for Subscription|Offer for Sale|Firm Commitment,na,Consumer Cyclicals,Zeus Capital Ltd,Euro & Foreign Common Stock,1.0,-999.0,1.545,,,GB00BWXSNY91,14.979,,,17.4,
154084933545,154084933545,8038603,IFC,BM,BM,2014-12-08,Camden Market Holdings Corp,5050270163,IPO,Announced,Israel,2014-12-08,,100.0,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Industrials,Not Applicable,International Future Common Stock,,-999.0,,,,,,,,,
154084933884,154084933884,3129000,IFC,BM|CM,BM|CM,2015-06-18,Aries Telecoms Plc,5046276440,IPO,Unknown,Jersey,2015-06-18,,,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Technology,Not Applicable|Mirabaud Securities LLP,International Future Common Stock,,-999.0,,,,,,,,,
154084934681,154084934681,7201647,UKC,BM,BM,2014-12-05,Management Resource Solutions Plc,5038079855,IPO,Live,United Kingdom,2014-11-13,,0.7250001,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Industrials,Northland Capital Partners Ltd,UK Common Stock,0.3,-999.0,0.467,,,GB00B8BL4R23,292.181,,17.614,0.0,
154084935041,154084935041,3114800,EC,BM,BM,2015-06-11,Adgorithms Ltd,5046040679,IPO,Live,Israel,2015-05-28,,26.99999883,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Consumer Cyclicals,Liberum Capital,Euro & Foreign Common Stock,1.33,-999.0,2.063,2.156,,IL0011354904,39.828,,4.062,4.4,1/1/2009 12:00:00 AM
154084936089,154084936089,3107641,UKC,BM,BM,2015-05-27,Gateley (Holdings) Plc,5045947552,IPO,Live,United Kingdom,2015-05-12,,30.01044015,London AIM,Ordinary Or Common Shares,Offer for Sale|Firm Commitment|Offer for Subscription,na,Industrials,Cantor Fitzgerald Securities,UK Common Stock,0.95,-999.0,1.458,,,GB00BXB07J71,4.012,,,37.6,
154084936419,154084936419,3194710,UKC,BM|CM,BM|CM,2015-12-03,Defenx PLC,5047747772,IPO,Live,United Kingdom,2015-12-03,,2.10996792,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Technology,Strand Hanson Ltd,UK Common Stock,1.48,-999.0,2.151,2.248,,GB00BYNF4J61,21.236,,2.165,1.2,
